Time/sec, Current/A
9.310e+1, 2.322e-7
9.320e+1, 2.242e-7
9.330e+1, 2.217e-7
9.340e+1, 2.291e-7
9.350e+1, 2.357e-7
9.360e+1, 2.344e-7
9.370e+1, 2.260e-7
9.380e+1, 2.195e-7
9.390e+1, 2.244e-7
9.400e+1, 2.318e-7
9.410e+1, 2.345e-7
9.420e+1, 2.270e-7
9.430e+1, 2.199e-7
9.440e+1, 2.191e-7
9.450e+1, 2.280e-7
9.460e+1, 2.327e-7
9.470e+1, 2.295e-7
9.480e+1, 2.208e-7
9.490e+1, 2.168e-7
9.500e+1, 2.233e-7
9.510e+1, 2.312e-7
9.520e+1, 2.297e-7
9.530e+1, 2.222e-7
9.540e+1, 2.157e-7
9.550e+1, 2.180e-7
9.560e+1, 2.264e-7
9.570e+1, 2.309e-7
9.580e+1, 2.240e-7
9.590e+1, 2.158e-7
9.600e+1, 2.149e-7
9.610e+1, 2.223e-7
9.620e+1, 2.289e-7
9.630e+1, 2.267e-7
9.640e+1, 2.178e-7
9.650e+1, 2.128e-7
9.660e+1, 2.181e-7
9.670e+1, 2.261e-7
9.680e+1, 2.270e-7
9.690e+1, 2.189e-7
9.700e+1, 2.113e-7
9.710e+1, 2.135e-7
9.720e+1, 2.215e-7
9.730e+1, 2.260e-7
9.740e+1, 2.209e-7
9.750e+1, 2.118e-7
9.760e+1, 2.107e-7
9.770e+1, 2.183e-7
9.780e+1, 2.249e-7
9.790e+1, 2.230e-7
9.800e+1, 2.125e-7
9.810e+1, 2.092e-7
9.820e+1, 2.140e-7
9.830e+1, 2.218e-7
9.840e+1, 2.232e-7
9.850e+1, 2.152e-7
9.860e+1, 2.077e-7
9.870e+1, 2.101e-7
9.880e+1, 2.187e-7
9.890e+1, 2.220e-7
9.900e+1, 2.151e-7
9.910e+1, 2.077e-7
9.920e+1, 2.071e-7
9.930e+1, 2.158e-7
9.940e+1, 2.209e-7
9.950e+1, 2.163e-7
9.960e+1, 2.069e-7
9.970e+1, 2.051e-7
9.980e+1, 2.139e-7
9.990e+1, 2.199e-7
1.000e+2, 2.159e-7
1.001e+2, 2.079e-7
1.002e+2, 2.042e-7
1.003e+2, 2.096e-7
1.004e+2, 2.194e-7
1.005e+2, 2.166e-7
1.006e+2, 2.082e-7
1.007e+2, 2.031e-7
1.008e+2, 2.082e-7
1.009e+2, 2.159e-7
1.010e+2, 2.169e-7
1.011e+2, 2.085e-7
1.012e+2, 2.023e-7
1.013e+2, 2.058e-7
1.014e+2, 2.136e-7
1.015e+2, 2.164e-7
1.016e+2, 2.092e-7
1.017e+2, 2.014e-7
1.018e+2, 2.020e-7
1.019e+2, 2.104e-7
1.020e+2, 2.153e-7
1.021e+2, 2.104e-7
1.022e+2, 2.014e-7
1.023e+2, 1.999e-7
1.024e+2, 2.076e-7
1.025e+2, 2.146e-7
1.026e+2, 2.110e-7
1.027e+2, 2.022e-7
1.028e+2, 1.977e-7
1.029e+2, 2.038e-7
1.030e+2, 2.121e-7
1.031e+2, 2.110e-7
1.032e+2, 2.024e-7
1.033e+2, 1.974e-7
1.034e+2, 2.010e-7
1.035e+2, 2.103e-7
1.036e+2, 2.112e-7
1.037e+2, 2.034e-7
1.038e+2, 1.958e-7
1.039e+2, 1.982e-7
1.040e+2, 2.066e-7
1.041e+2, 2.115e-7
1.042e+2, 2.054e-7
1.043e+2, 1.953e-7
1.044e+2, 1.962e-7
1.045e+2, 2.035e-7
1.046e+2, 2.106e-7
1.047e+2, 2.060e-7
1.048e+2, 1.959e-7
1.049e+2, 1.933e-7
1.050e+2, 2.007e-7
1.051e+2, 2.078e-7
1.052e+2, 2.056e-7
1.053e+2, 1.966e-7
1.054e+2, 1.912e-7
1.055e+2, 1.970e-7
1.056e+2, 2.065e-7
1.057e+2, 2.057e-7
1.058e+2, 1.969e-7
1.059e+2, 1.916e-7
1.060e+2, 1.947e-7
1.061e+2, 2.032e-7
1.062e+2, 2.057e-7
1.063e+2, 1.984e-7
1.064e+2, 1.903e-7
1.065e+2, 1.929e-7
1.066e+2, 2.006e-7
1.067e+2, 2.045e-7
1.068e+2, 1.992e-7
1.069e+2, 1.898e-7
1.070e+2, 1.895e-7
1.071e+2, 1.982e-7
1.072e+2, 2.029e-7
1.073e+2, 1.999e-7
1.074e+2, 1.905e-7
1.075e+2, 1.876e-7
1.076e+2, 1.947e-7
1.077e+2, 2.016e-7
1.078e+2, 2.001e-7
1.079e+2, 1.912e-7
1.080e+2, 1.860e-7
1.081e+2, 1.923e-7
1.082e+2, 2.000e-7
1.083e+2, 2.007e-7
1.084e+2, 1.911e-7
1.085e+2, 1.852e-7
1.086e+2, 1.900e-7
1.087e+2, 1.984e-7
1.088e+2, 1.987e-7
1.089e+2, 1.921e-7
1.090e+2, 1.842e-7
1.091e+2, 1.875e-7
1.092e+2, 1.972e-7
1.093e+2, 1.985e-7
1.094e+2, 1.901e-7
1.095e+2, 1.836e-7
1.096e+2, 1.856e-7
1.097e+2, 1.944e-7
1.098e+2, 1.978e-7
1.099e+2, 1.903e-7
1.100e+2, 1.815e-7
1.101e+2, 1.847e-7
1.102e+2, 1.925e-7
1.103e+2, 1.971e-7
1.104e+2, 1.910e-7
1.105e+2, 1.814e-7
1.106e+2, 1.822e-7
1.107e+2, 1.913e-7
1.108e+2, 1.956e-7
1.109e+2, 1.906e-7
1.110e+2, 1.829e-7
1.111e+2, 1.809e-7
1.112e+2, 1.890e-7
1.113e+2, 1.954e-7
1.114e+2, 1.912e-7
1.115e+2, 1.825e-7
1.116e+2, 1.795e-7
1.117e+2, 1.868e-7
1.118e+2, 1.935e-7
1.119e+2, 1.910e-7
1.120e+2, 1.823e-7
1.121e+2, 1.779e-7
1.122e+2, 1.846e-7
1.123e+2, 1.923e-7
1.124e+2, 1.914e-7
1.125e+2, 1.833e-7
1.126e+2, 1.773e-7
1.127e+2, 1.819e-7
1.128e+2, 1.905e-7
1.129e+2, 1.921e-7
1.130e+2, 1.843e-7
1.131e+2, 1.771e-7
1.132e+2, 1.796e-7
1.133e+2, 1.886e-7
1.134e+2, 1.922e-7
1.135e+2, 1.858e-7
1.136e+2, 1.779e-7
1.137e+2, 1.775e-7
1.138e+2, 1.853e-7
1.139e+2, 1.926e-7
1.140e+2, 1.878e-7
1.141e+2, 1.791e-7
1.142e+2, 1.763e-7
1.143e+2, 1.824e-7
1.144e+2, 1.908e-7
1.145e+2, 1.893e-7
1.146e+2, 1.806e-7
1.147e+2, 1.760e-7
1.148e+2, 1.789e-7
1.149e+2, 1.882e-7
1.150e+2, 1.903e-7
1.151e+2, 1.833e-7
1.152e+2, 1.759e-7
1.153e+2, 1.773e-7
1.154e+2, 1.858e-7
1.155e+2, 1.899e-7
1.156e+2, 1.857e-7
1.157e+2, 1.768e-7
1.158e+2, 1.753e-7
1.159e+2, 1.821e-7
1.160e+2, 1.899e-7
1.161e+2, 1.875e-7
1.162e+2, 1.792e-7
1.163e+2, 1.740e-7
1.164e+2, 1.791e-7
1.165e+2, 1.874e-7
1.166e+2, 1.894e-7
1.167e+2, 1.817e-7
1.168e+2, 1.746e-7
1.169e+2, 1.758e-7
1.170e+2, 1.841e-7
1.171e+2, 1.897e-7
1.172e+2, 1.844e-7
1.173e+2, 1.758e-7
1.174e+2, 1.744e-7
1.175e+2, 1.807e-7
1.176e+2, 1.882e-7
1.177e+2, 1.869e-7
1.178e+2, 1.781e-7
1.179e+2, 1.732e-7
1.180e+2, 1.774e-7
1.181e+2, 1.855e-7
1.182e+2, 1.884e-7
1.183e+2, 1.809e-7
1.184e+2, 1.732e-7
1.185e+2, 1.745e-7
1.186e+2, 1.816e-7
1.187e+2, 1.886e-7
1.188e+2, 1.842e-7
1.189e+2, 1.757e-7
1.190e+2, 1.724e-7
1.191e+2, 1.779e-7
1.192e+2, 1.860e-7
1.193e+2, 1.863e-7
1.194e+2, 1.786e-7
1.195e+2, 1.717e-7
1.196e+2, 1.750e-7
1.197e+2, 1.823e-7
1.198e+2, 1.875e-7
1.199e+2, 1.823e-7
1.200e+2, 1.731e-7
1.201e+2, 1.716e-7
1.202e+2, 1.783e-7
1.203e+2, 1.858e-7
1.204e+2, 1.842e-7
1.205e+2, 1.765e-7
1.206e+2, 1.698e-7
1.207e+2, 1.747e-7
1.208e+2, 1.827e-7
1.209e+2, 1.859e-7
1.210e+2, 1.791e-7
1.211e+2, 1.715e-7
1.212e+2, 1.714e-7
1.213e+2, 1.790e-7
1.214e+2, 1.852e-7
1.215e+2, 1.820e-7
1.216e+2, 1.739e-7
1.217e+2, 1.698e-7
1.218e+2, 1.747e-7
1.219e+2, 1.839e-7
1.220e+2, 1.840e-7
1.221e+2, 1.773e-7
1.222e+2, 1.705e-7
1.223e+2, 1.718e-7
1.224e+2, 1.808e-7
1.225e+2, 1.850e-7
1.226e+2, 1.801e-7
1.227e+2, 1.721e-7
1.228e+2, 1.694e-7
1.229e+2, 1.762e-7
1.230e+2, 1.842e-7
1.231e+2, 1.823e-7
1.232e+2, 1.745e-7
1.233e+2, 1.690e-7
1.234e+2, 1.732e-7
1.235e+2, 1.817e-7
1.236e+2, 1.839e-7
1.237e+2, 1.764e-7
1.238e+2, 1.691e-7
1.239e+2, 1.696e-7
1.240e+2, 1.783e-7
1.241e+2, 1.834e-7
1.242e+2, 1.774e-7
1.243e+2, 1.694e-7
1.244e+2, 1.679e-7
1.245e+2, 1.756e-7
1.246e+2, 1.823e-7
1.247e+2, 1.789e-7
1.248e+2, 1.699e-7
1.249e+2, 1.666e-7
1.250e+2, 1.733e-7
1.251e+2, 1.812e-7
1.252e+2, 1.804e-7
1.253e+2, 1.718e-7
1.254e+2, 1.661e-7
1.255e+2, 1.720e-7
1.256e+2, 1.794e-7
1.257e+2, 1.807e-7
1.258e+2, 1.725e-7
1.259e+2, 1.653e-7
1.260e+2, 1.692e-7
1.261e+2, 1.776e-7
1.262e+2, 1.803e-7
1.263e+2, 1.728e-7
1.264e+2, 1.654e-7
1.265e+2, 1.668e-7
1.266e+2, 1.754e-7
1.267e+2, 1.783e-7
1.268e+2, 1.728e-7
1.269e+2, 1.637e-7
1.270e+2, 1.652e-7
1.271e+2, 1.741e-7
1.272e+2, 1.795e-7
1.273e+2, 1.743e-7
1.274e+2, 1.648e-7
1.275e+2, 1.643e-7
1.276e+2, 1.714e-7
1.277e+2, 1.785e-7
1.278e+2, 1.747e-7
1.279e+2, 1.655e-7
1.280e+2, 1.632e-7
1.281e+2, 1.695e-7
1.282e+2, 1.778e-7
1.283e+2, 1.754e-7
1.284e+2, 1.665e-7
1.285e+2, 1.623e-7
1.286e+2, 1.682e-7
1.287e+2, 1.760e-7
1.288e+2, 1.772e-7
1.289e+2, 1.671e-7
1.290e+2, 1.610e-7
1.291e+2, 1.660e-7
1.292e+2, 1.754e-7
1.293e+2, 1.763e-7
1.294e+2, 1.686e-7
1.295e+2, 1.617e-7
1.296e+2, 1.639e-7
1.297e+2, 1.738e-7
1.298e+2, 1.759e-7
1.299e+2, 1.691e-7
1.300e+2, 1.608e-7
1.301e+2, 1.631e-7
1.302e+2, 1.724e-7
1.303e+2, 1.753e-7
1.304e+2, 1.695e-7
1.305e+2, 1.612e-7
1.306e+2, 1.621e-7
1.307e+2, 1.713e-7
1.308e+2, 1.756e-7
1.309e+2, 1.692e-7
1.310e+2, 1.608e-7
1.311e+2, 1.622e-7
1.312e+2, 1.704e-7
1.313e+2, 1.765e-7
1.314e+2, 1.699e-7
1.315e+2, 1.611e-7
1.316e+2, 1.618e-7
1.317e+2, 1.695e-7
1.318e+2, 1.753e-7
1.319e+2, 1.694e-7
1.320e+2, 1.609e-7
1.321e+2, 1.602e-7
1.322e+2, 1.679e-7
1.323e+2, 1.744e-7
1.324e+2, 1.697e-7
1.325e+2, 1.611e-7
1.326e+2, 1.597e-7
1.327e+2, 1.666e-7
1.328e+2, 1.741e-7
1.329e+2, 1.705e-7
1.330e+2, 1.612e-7
1.331e+2, 1.588e-7
1.332e+2, 1.657e-7
1.333e+2, 1.732e-7
1.334e+2, 1.710e-7
1.335e+2, 1.617e-7
1.336e+2, 1.581e-7
1.337e+2, 1.648e-7
1.338e+2, 1.726e-7
1.339e+2, 1.705e-7
1.340e+2, 1.626e-7
1.341e+2, 1.573e-7
1.342e+2, 1.648e-7
1.343e+2, 1.721e-7
1.344e+2, 1.709e-7
1.345e+2, 1.632e-7
1.346e+2, 1.567e-7
1.347e+2, 1.632e-7
1.348e+2, 1.715e-7
1.349e+2, 1.715e-7
1.350e+2, 1.621e-7
1.351e+2, 1.572e-7
1.352e+2, 1.634e-7
1.353e+2, 1.718e-7
1.354e+2, 1.710e-7
1.355e+2, 1.616e-7
1.356e+2, 1.568e-7
1.357e+2, 1.624e-7
1.358e+2, 1.706e-7
1.359e+2, 1.702e-7
1.360e+2, 1.621e-7
1.361e+2, 1.557e-7
1.362e+2, 1.623e-7
1.363e+2, 1.706e-7
1.364e+2, 1.701e-7
1.365e+2, 1.610e-7
1.366e+2, 1.563e-7
1.367e+2, 1.623e-7
1.368e+2, 1.710e-7
1.369e+2, 1.703e-7
1.370e+2, 1.597e-7
1.371e+2, 1.564e-7
1.372e+2, 1.620e-7
1.373e+2, 1.704e-7
1.374e+2, 1.689e-7
1.375e+2, 1.595e-7
1.376e+2, 1.557e-7
1.377e+2, 1.626e-7
1.378e+2, 1.706e-7
1.379e+2, 1.680e-7
1.380e+2, 1.596e-7
1.381e+2, 1.552e-7
1.382e+2, 1.624e-7
1.383e+2, 1.703e-7
1.384e+2, 1.682e-7
1.385e+2, 1.586e-7
1.386e+2, 1.561e-7
1.387e+2, 1.615e-7
1.388e+2, 1.700e-7
1.389e+2, 1.679e-7
1.390e+2, 1.581e-7
1.391e+2, 1.547e-7
1.392e+2, 1.619e-7
1.393e+2, 1.689e-7
1.394e+2, 1.676e-7
1.395e+2, 1.583e-7
1.396e+2, 1.543e-7
1.397e+2, 1.614e-7
1.398e+2, 1.684e-7
1.399e+2, 1.688e-7
1.400e+2, 1.590e-7
1.401e+2, 1.532e-7
1.402e+2, 1.597e-7
1.403e+2, 1.678e-7
1.404e+2, 1.684e-7
1.405e+2, 1.601e-7
1.406e+2, 1.540e-7
1.407e+2, 1.581e-7
1.408e+2, 1.667e-7
1.409e+2, 1.685e-7
1.410e+2, 1.613e-7
1.411e+2, 1.537e-7
1.412e+2, 1.564e-7
1.413e+2, 1.652e-7
1.414e+2, 1.688e-7
1.415e+2, 1.622e-7
1.416e+2, 1.546e-7
1.417e+2, 1.551e-7
1.418e+2, 1.630e-7
1.419e+2, 1.692e-7
1.420e+2, 1.642e-7
1.421e+2, 1.552e-7
1.422e+2, 1.542e-7
1.423e+2, 1.612e-7
1.424e+2, 1.676e-7
1.425e+2, 1.657e-7
1.426e+2, 1.569e-7
1.427e+2, 1.526e-7
1.428e+2, 1.589e-7
1.429e+2, 1.680e-7
1.430e+2, 1.665e-7
1.431e+2, 1.584e-7
1.432e+2, 1.531e-7
1.433e+2, 1.565e-7
1.434e+2, 1.649e-7
1.435e+2, 1.674e-7
1.436e+2, 1.610e-7
1.437e+2, 1.527e-7
1.438e+2, 1.542e-7
1.439e+2, 1.628e-7
1.440e+2, 1.675e-7
1.441e+2, 1.625e-7
1.442e+2, 1.541e-7
1.443e+2, 1.532e-7
1.444e+2, 1.602e-7
1.445e+2, 1.670e-7
1.446e+2, 1.644e-7
1.447e+2, 1.557e-7
1.448e+2, 1.518e-7
1.449e+2, 1.577e-7
1.450e+2, 1.663e-7
1.451e+2, 1.660e-7
1.452e+2, 1.575e-7
1.453e+2, 1.519e-7
1.454e+2, 1.554e-7
1.455e+2, 1.635e-7
1.456e+2, 1.669e-7
1.457e+2, 1.607e-7
1.458e+2, 1.525e-7
1.459e+2, 1.527e-7
1.460e+2, 1.602e-7
1.461e+2, 1.670e-7
1.462e+2, 1.626e-7
1.463e+2, 1.542e-7
1.464e+2, 1.517e-7
1.465e+2, 1.576e-7
1.466e+2, 1.661e-7
1.467e+2, 1.650e-7
1.468e+2, 1.569e-7
1.469e+2, 1.511e-7
1.470e+2, 1.555e-7
1.471e+2, 1.633e-7
1.472e+2, 1.666e-7
1.473e+2, 1.594e-7
1.474e+2, 1.519e-7
1.475e+2, 1.520e-7
1.476e+2, 1.609e-7
1.477e+2, 1.665e-7
1.478e+2, 1.622e-7
1.479e+2, 1.537e-7
1.480e+2, 1.511e-7
1.481e+2, 1.581e-7
1.482e+2, 1.656e-7
1.483e+2, 1.642e-7
1.484e+2, 1.560e-7
1.485e+2, 1.507e-7
1.486e+2, 1.548e-7
1.487e+2, 1.634e-7
1.488e+2, 1.657e-7
1.489e+2, 1.584e-7
1.490e+2, 1.514e-7
1.491e+2, 1.526e-7
1.492e+2, 1.605e-7
1.493e+2, 1.667e-7
1.494e+2, 1.604e-7
1.495e+2, 1.523e-7
1.496e+2, 1.511e-7
1.497e+2, 1.589e-7
1.498e+2, 1.660e-7
1.499e+2, 1.624e-7
1.500e+2, 1.531e-7
1.501e+2, 1.504e-7
1.502e+2, 1.572e-7
1.503e+2, 1.643e-7
1.504e+2, 1.641e-7
1.505e+2, 1.546e-7
1.506e+2, 1.499e-7
1.507e+2, 1.548e-7
1.508e+2, 1.633e-7
1.509e+2, 1.647e-7
1.510e+2, 1.567e-7
1.511e+2, 1.497e-7
1.512e+2, 1.527e-7
1.513e+2, 1.616e-7
1.514e+2, 1.657e-7
1.515e+2, 1.587e-7
1.516e+2, 1.509e-7
1.517e+2, 1.509e-7
1.518e+2, 1.594e-7
1.519e+2, 1.647e-7
1.520e+2, 1.618e-7
1.521e+2, 1.534e-7
1.522e+2, 1.491e-7
1.523e+2, 1.556e-7
1.524e+2, 1.640e-7
1.525e+2, 1.635e-7
1.526e+2, 1.558e-7
1.527e+2, 1.493e-7
1.528e+2, 1.526e-7
1.529e+2, 1.611e-7
1.530e+2, 1.662e-7
1.531e+2, 1.585e-7
1.532e+2, 1.504e-7
1.533e+2, 1.513e-7
1.534e+2, 1.578e-7
1.535e+2, 1.652e-7
1.536e+2, 1.619e-7
1.537e+2, 1.515e-7
1.538e+2, 1.498e-7
1.539e+2, 1.559e-7
1.540e+2, 1.626e-7
1.541e+2, 1.633e-7
1.542e+2, 1.544e-7
1.543e+2, 1.486e-7
1.544e+2, 1.530e-7
1.545e+2, 1.615e-7
1.546e+2, 1.644e-7
1.547e+2, 1.567e-7
1.548e+2, 1.493e-7
1.549e+2, 1.510e-7
1.550e+2, 1.588e-7
1.551e+2, 1.640e-7
1.552e+2, 1.596e-7
1.553e+2, 1.500e-7
1.554e+2, 1.488e-7
1.555e+2, 1.561e-7
1.556e+2, 1.644e-7
1.557e+2, 1.606e-7
1.558e+2, 1.529e-7
1.559e+2, 1.480e-7
1.560e+2, 1.533e-7
1.561e+2, 1.622e-7
1.562e+2, 1.625e-7
1.563e+2, 1.543e-7
1.564e+2, 1.478e-7
1.565e+2, 1.512e-7
1.566e+2, 1.595e-7
1.567e+2, 1.624e-7
1.568e+2, 1.564e-7
1.569e+2, 1.486e-7
1.570e+2, 1.491e-7
1.571e+2, 1.576e-7
1.572e+2, 1.625e-7
1.573e+2, 1.584e-7
1.574e+2, 1.491e-7
1.575e+2, 1.477e-7
1.576e+2, 1.556e-7
1.577e+2, 1.623e-7
1.578e+2, 1.596e-7
1.579e+2, 1.511e-7
1.580e+2, 1.469e-7
1.581e+2, 1.525e-7
1.582e+2, 1.614e-7
1.583e+2, 1.610e-7
1.584e+2, 1.527e-7
1.585e+2, 1.472e-7
1.586e+2, 1.506e-7
1.587e+2, 1.598e-7
1.588e+2, 1.617e-7
1.589e+2, 1.543e-7
1.590e+2, 1.473e-7
1.591e+2, 1.491e-7
1.592e+2, 1.580e-7
1.593e+2, 1.627e-7
1.594e+2, 1.553e-7
1.595e+2, 1.477e-7
1.596e+2, 1.481e-7
1.597e+2, 1.566e-7
1.598e+2, 1.624e-7
1.599e+2, 1.563e-7
1.600e+2, 1.488e-7
1.601e+2, 1.470e-7
1.602e+2, 1.554e-7
1.603e+2, 1.613e-7
1.604e+2, 1.575e-7
1.605e+2, 1.488e-7
1.606e+2, 1.461e-7
1.607e+2, 1.534e-7
1.608e+2, 1.613e-7
1.609e+2, 1.582e-7
1.610e+2, 1.494e-7
1.611e+2, 1.452e-7
1.612e+2, 1.526e-7
1.613e+2, 1.604e-7
1.614e+2, 1.591e-7
1.615e+2, 1.505e-7
1.616e+2, 1.448e-7
1.617e+2, 1.508e-7
1.618e+2, 1.591e-7
1.619e+2, 1.591e-7
1.620e+2, 1.506e-7
1.621e+2, 1.452e-7
1.622e+2, 1.491e-7
1.623e+2, 1.592e-7
1.624e+2, 1.588e-7
1.625e+2, 1.512e-7
1.626e+2, 1.446e-7
1.627e+2, 1.497e-7
1.628e+2, 1.590e-7
1.629e+2, 1.588e-7
1.630e+2, 1.513e-7
1.631e+2, 1.441e-7
1.632e+2, 1.489e-7
1.633e+2, 1.584e-7
1.634e+2, 1.594e-7
1.635e+2, 1.516e-7
1.636e+2, 1.446e-7
1.637e+2, 1.477e-7
1.638e+2, 1.567e-7
1.639e+2, 1.599e-7
1.640e+2, 1.517e-7
1.641e+2, 1.448e-7
1.642e+2, 1.469e-7
1.643e+2, 1.562e-7
1.644e+2, 1.603e-7
1.645e+2, 1.518e-7
1.646e+2, 1.448e-7
1.647e+2, 1.466e-7
1.648e+2, 1.545e-7
1.649e+2, 1.596e-7
1.650e+2, 1.537e-7
1.651e+2, 1.447e-7
1.652e+2, 1.449e-7
1.653e+2, 1.534e-7
1.654e+2, 1.600e-7
1.655e+2, 1.546e-7
1.656e+2, 1.460e-7
1.657e+2, 1.438e-7
1.658e+2, 1.517e-7
1.659e+2, 1.597e-7
1.660e+2, 1.553e-7
1.661e+2, 1.480e-7
1.662e+2, 1.435e-7
1.663e+2, 1.496e-7
1.664e+2, 1.583e-7
1.665e+2, 1.572e-7
1.666e+2, 1.480e-7
1.667e+2, 1.430e-7
1.668e+2, 1.482e-7
1.669e+2, 1.577e-7
1.670e+2, 1.571e-7
1.671e+2, 1.489e-7
1.672e+2, 1.432e-7
1.673e+2, 1.469e-7
1.674e+2, 1.555e-7
1.675e+2, 1.584e-7
1.676e+2, 1.509e-7
1.677e+2, 1.429e-7
1.678e+2, 1.457e-7
1.679e+2, 1.538e-7
1.680e+2, 1.578e-7
1.681e+2, 1.519e-7
1.682e+2, 1.430e-7
1.683e+2, 1.438e-7
1.684e+2, 1.519e-7
1.685e+2, 1.577e-7
1.686e+2, 1.532e-7
1.687e+2, 1.449e-7
1.688e+2, 1.424e-7
1.689e+2, 1.506e-7
1.690e+2, 1.577e-7
1.691e+2, 1.545e-7
1.692e+2, 1.455e-7
1.693e+2, 1.426e-7
1.694e+2, 1.490e-7
1.695e+2, 1.574e-7
1.696e+2, 1.553e-7
1.697e+2, 1.459e-7
1.698e+2, 1.428e-7
1.699e+2, 1.472e-7
1.700e+2, 1.565e-7
1.701e+2, 1.566e-7
1.702e+2, 1.484e-7
1.703e+2, 1.413e-7
1.704e+2, 1.468e-7
1.705e+2, 1.546e-7
1.706e+2, 1.571e-7
1.707e+2, 1.499e-7
1.708e+2, 1.426e-7
1.709e+2, 1.441e-7
1.710e+2, 1.529e-7
1.711e+2, 1.580e-7
1.712e+2, 1.510e-7
1.713e+2, 1.437e-7
1.714e+2, 1.431e-7
1.715e+2, 1.509e-7
1.716e+2, 1.567e-7
1.717e+2, 1.537e-7
1.718e+2, 1.458e-7
1.719e+2, 1.413e-7
1.720e+2, 1.484e-7
1.721e+2, 1.560e-7
1.722e+2, 1.555e-7
1.723e+2, 1.469e-7
1.724e+2, 1.410e-7
1.725e+2, 1.463e-7
1.726e+2, 1.550e-7
1.727e+2, 1.559e-7
1.728e+2, 1.486e-7
1.729e+2, 1.425e-7
1.730e+2, 1.437e-7
1.731e+2, 1.534e-7
1.732e+2, 1.568e-7
1.733e+2, 1.502e-7
1.734e+2, 1.424e-7
1.735e+2, 1.431e-7
1.736e+2, 1.507e-7
1.737e+2, 1.572e-7
1.738e+2, 1.516e-7
1.739e+2, 1.433e-7
1.740e+2, 1.430e-7
1.741e+2, 1.495e-7
1.742e+2, 1.568e-7
1.743e+2, 1.526e-7
1.744e+2, 1.436e-7
1.745e+2, 1.421e-7
1.746e+2, 1.482e-7
1.747e+2, 1.565e-7
1.748e+2, 1.538e-7
1.749e+2, 1.442e-7
1.750e+2, 1.414e-7
1.751e+2, 1.481e-7
1.752e+2, 1.557e-7
1.753e+2, 1.547e-7
1.754e+2, 1.458e-7
1.755e+2, 1.407e-7
1.756e+2, 1.460e-7
1.757e+2, 1.550e-7
1.758e+2, 1.552e-7
1.759e+2, 1.459e-7
1.760e+2, 1.405e-7
1.761e+2, 1.457e-7
1.762e+2, 1.540e-7
1.763e+2, 1.561e-7
1.764e+2, 1.474e-7
1.765e+2, 1.399e-7
1.766e+2, 1.460e-7
1.767e+2, 1.531e-7
1.768e+2, 1.556e-7
1.769e+2, 1.482e-7
1.770e+2, 1.406e-7
1.771e+2, 1.443e-7
1.772e+2, 1.535e-7
1.773e+2, 1.559e-7
1.774e+2, 1.483e-7
1.775e+2, 1.414e-7
1.776e+2, 1.441e-7
1.777e+2, 1.528e-7
1.778e+2, 1.566e-7
1.779e+2, 1.488e-7
1.780e+2, 1.421e-7
1.781e+2, 1.438e-7
1.782e+2, 1.528e-7
1.783e+2, 1.563e-7
1.784e+2, 1.490e-7
1.785e+2, 1.407e-7
1.786e+2, 1.440e-7
1.787e+2, 1.527e-7
1.788e+2, 1.564e-7
1.789e+2, 1.489e-7
1.790e+2, 1.415e-7
1.791e+2, 1.444e-7
1.792e+2, 1.514e-7
1.793e+2, 1.569e-7
1.794e+2, 1.490e-7
1.795e+2, 1.411e-7
1.796e+2, 1.435e-7
1.797e+2, 1.524e-7
1.798e+2, 1.566e-7
1.799e+2, 1.490e-7
1.800e+2, 1.411e-7
1.801e+2, 1.437e-7
1.802e+2, 1.521e-7
1.803e+2, 1.560e-7
1.804e+2, 1.498e-7
1.805e+2, 1.412e-7
1.806e+2, 1.427e-7
1.807e+2, 1.517e-7
1.808e+2, 1.562e-7
1.809e+2, 1.496e-7
1.810e+2, 1.414e-7
1.811e+2, 1.430e-7
1.812e+2, 1.509e-7
1.813e+2, 1.565e-7
1.814e+2, 1.511e-7
1.815e+2, 1.417e-7
1.816e+2, 1.417e-7
1.817e+2, 1.505e-7
1.818e+2, 1.565e-7
1.819e+2, 1.510e-7
1.820e+2, 1.425e-7
1.821e+2, 1.417e-7
1.822e+2, 1.498e-7
1.823e+2, 1.563e-7
1.824e+2, 1.523e-7
1.825e+2, 1.432e-7
1.826e+2, 1.417e-7
1.827e+2, 1.487e-7
1.828e+2, 1.561e-7
1.829e+2, 1.532e-7
1.830e+2, 1.433e-7
1.831e+2, 1.415e-7
1.832e+2, 1.480e-7
1.833e+2, 1.560e-7
1.834e+2, 1.533e-7
1.835e+2, 1.461e-7
1.836e+2, 1.409e-7
1.837e+2, 1.468e-7
1.838e+2, 1.560e-7
1.839e+2, 1.546e-7
1.840e+2, 1.456e-7
1.841e+2, 1.408e-7
1.842e+2, 1.463e-7
1.843e+2, 1.548e-7
1.844e+2, 1.555e-7
1.845e+2, 1.472e-7
1.846e+2, 1.403e-7
1.847e+2, 1.459e-7
1.848e+2, 1.541e-7
1.849e+2, 1.564e-7
1.850e+2, 1.495e-7
1.851e+2, 1.407e-7
1.852e+2, 1.450e-7
1.853e+2, 1.541e-7
1.854e+2, 1.565e-7
1.855e+2, 1.494e-7
1.856e+2, 1.421e-7
1.857e+2, 1.435e-7
1.858e+2, 1.525e-7
1.859e+2, 1.573e-7
1.860e+2, 1.512e-7
1.861e+2, 1.418e-7
1.862e+2, 1.442e-7
